gen,pop,iq,iq_b,truth,error
9337,459,94.1,89.7,90,0.033
9338,462,94.2,89.7,91,0.033
9339,458,94.2,89.7,90,0.033
9340,456,94.2,89.7,91,0.033
9341,454,94.3,89.7,93,0.032
9342,453,94.3,89.7,92,0.033
9343,451,94.3,89.7,91,0.033
9344,452,94.3,89.7,91,0.033
9345,451,94.3,89.7,92,0.033
9346,452,94.4,89.6,94,0.032
9347,450,94.3,89.6,91,0.033
9348,450,94.3,89.6,92,0.033
9349,450,94.3,89.6,92,0.033
9350,449,94.3,89.6,92,0.033
9351,450,94.3,89.6,92,0.033
9352,450,94.2,89.6,94,0.032
9353,451,94.3,89.6,94,0.032
9354,449,94.3,89.6,92,0.033
9355,446,94.2,89.6,91,0.033
9356,446,94.2,89.7,90,0.033
9357,446,94.1,89.6,90,0.033
9358,446,94.0,89.6,90,0.033
9359,446,94.0,89.6,87,0.034
9360,445,94.0,89.6,86,0.035
9361,444,93.9,89.6,82,0.037
9362,445,93.9,89.7,81,0.025
9363,444,93.9,89.7,81,0.025
9364,441,93.9,89.7,81,0.025
9365,439,93.8,89.7,84,0.024
9366,439,93.8,89.7,86,0.023
9367,440,93.8,89.7,85,0.024
9368,438,93.9,89.7,84,0.024
9369,440,93.8,89.7,84,0.024
9370,440,93.8,89.7,88,0.023
9371,441,93.7,89.7,88,0.023
9372,438,93.8,89.7,87,0.023
9373,440,93.7,89.7,86,0.023
9374,438,93.8,89.7,86,0.023
9375,441,93.9,89.7,87,0.023
9376,442,94.0,89.7,88,0.023
9377,442,94.0,89.7,92,0.022
9378,443,94.1,89.7,92,0.022
9379,444,94.1,89.7,92,0.022
9380,446,94.1,89.7,92,0.022
9381,446,94.2,89.7,94,0.021
9382,445,94.2,89.7,93,0.022
9383,448,94.2,89.7,91,0.022
9384,446,94.2,89.7,91,0.022
9385,445,94.0,89.7,89,0.022
9386,446,94.0,89.7,88,0.011
9387,444,94.0,89.7,88,0.011
9388,442,94.0,89.7,85,0.000
9389,443,93.8,89.6,87,0.000
9390,442,93.8,89.6,86,0.000
9391,445,94.0,89.7,86,0.000
9392,447,94.0,89.7,83,0.000
9393,446,94.1,89.7,83,0.000
9394,443,94.0,89.7,81,0.000
9395,445,94.1,89.7,82,0.000
9396,442,93.7,89.7,80,0.000
9397,440,93.7,89.7,79,0.000
9398,442,93.7,89.7,81,0.000
9399,443,93.6,89.7,81,0.000
9400,445,93.7,89.7,82,0.000
9401,449,93.6,89.7,82,0.000
9402,448,93.6,89.7,82,0.000
9403,449,93.7,89.7,83,0.000
9404,451,93.7,89.7,85,0.012
9405,452,93.7,89.7,86,0.012
9406,457,93.6,89.7,87,0.011
9407,459,93.5,89.7,86,0.012
9408,459,93.4,89.7,89,0.011
9409,460,93.4,89.7,88,0.011
9410,458,93.4,89.7,87,0.011
9411,457,93.4,89.7,86,0.012
9412,457,93.5,89.7,87,0.023
9413,458,93.6,89.7,87,0.023
9414,462,93.5,89.7,83,0.024
9415,464,93.5,89.7,83,0.024
9416,463,93.6,89.7,81,0.025
9417,465,93.6,89.7,81,0.025
9418,464,93.6,89.7,83,0.024
9419,465,93.7,89.7,84,0.024
9420,468,94.0,89.7,82,0.024
9421,467,94.0,89.7,82,0.024
9422,466,94.1,89.7,84,0.024
9423,469,94.2,89.7,83,0.024
9424,471,94.1,89.7,84,0.024
9425,470,94.2,89.7,84,0.024
9426,469,94.2,89.7,84,0.024
9427,469,94.3,89.7,83,0.024
9428,468,94.3,89.7,83,0.024
9429,466,94.3,89.7,83,0.024
9430,464,94.3,89.7,82,0.024
9431,463,94.3,89.7,85,0.024
9432,464,94.2,89.7,85,0.024
9433,463,94.2,89.7,83,0.024
9434,465,94.2,89.7,83,0.024
9435,463,94.1,89.7,82,0.024
9436,466,94.1,89.7,82,0.024
9437,463,94.1,89.7,81,0.025
9438,462,94.1,89.7,81,0.025
9439,461,94.1,89.7,81,0.025
9440,459,94.1,89.7,82,0.024
9441,459,94.1,89.7,81,0.025
9442,456,94.2,89.7,80,0.025
9443,456,94.2,89.7,80,0.025
9444,456,94.0,89.7,80,0.025
9445,455,94.2,89.7,79,0.025
9446,457,94.1,89.7,80,0.025
9447,457,94.2,89.7,80,0.025
9448,457,94.3,89.7,80,0.025
9449,460,94.4,89.7,80,0.025
9450,459,94.3,89.7,80,0.025
9451,459,94.3,89.7,80,0.025
9452,460,94.4,89.7,79,0.025
9453,460,94.4,89.7,77,0.026
9454,459,94.3,89.7,76,0.026
9455,457,94.5,89.7,76,0.026
9456,456,94.5,89.7,78,0.026
9457,456,94.5,89.7,78,0.026
9458,459,94.4,89.7,78,0.026
9459,461,94.4,89.7,78,0.026
9460,461,94.4,89.7,78,0.026
9461,460,94.3,89.7,78,0.026
9462,459,94.3,89.7,78,0.026
9463,461,94.2,89.7,78,0.026
9464,464,94.2,89.7,78,0.026
9465,461,94.2,89.7,77,0.026
9466,460,94.2,89.7,75,0.027
9467,460,94.2,89.7,77,0.026
9468,458,94.2,89.7,75,0.027
9469,458,94.1,89.7,75,0.027
9470,457,94.2,89.7,75,0.027
9471,456,94.3,89.7,77,0.026
9472,455,94.4,89.7,76,0.026
9473,456,94.4,89.7,78,0.026
9474,457,94.4,89.7,80,0.025
9475,455,94.5,89.7,81,0.025
9476,454,94.4,89.7,80,0.025
9477,455,94.4,89.7,79,0.025
9478,455,94.4,89.7,75,0.027
9479,454,94.4,89.7,75,0.027
9480,458,94.3,89.7,75,0.027
9481,457,94.3,89.7,72,0.028
9482,457,94.4,89.7,72,0.028
9483,459,94.4,89.7,72,0.042
9484,455,94.5,89.7,70,0.043
9485,456,94.5,89.7,71,0.042
9486,458,94.7,89.7,71,0.042
9487,460,94.6,89.7,72,0.056
9488,460,94.6,89.7,71,0.056
9489,462,94.4,89.7,72,0.056
9490,463,94.5,89.7,73,0.055
9491,464,94.3,89.7,72,0.056
9492,463,94.3,89.7,72,0.056
9493,462,94.3,89.7,71,0.056
9494,462,94.2,89.7,70,0.057
9495,462,94.5,89.7,69,0.058
9496,460,94.5,89.7,69,0.058
9497,460,94.5,89.7,66,0.061
9498,457,94.5,89.7,66,0.061
9499,456,94.5,89.7,70,0.057
9500,457,94.5,89.7,70,0.057
9501,456,94.5,89.7,70,0.057
9502,461,94.6,89.7,70,0.057
9503,462,94.5,89.7,68,0.059
9504,464,94.5,89.7,69,0.058
9505,462,94.5,89.7,71,0.070
9506,462,94.4,89.7,72,0.069
9507,461,94.4,89.7,72,0.069
9508,460,94.5,89.7,68,0.074
9509,461,94.4,89.7,66,0.076
9510,459,94.4,89.7,66,0.061
9511,458,94.5,89.7,67,0.060
9512,462,94.6,89.7,68,0.059
9513,463,94.5,89.7,68,0.059
9514,463,94.6,89.7,69,0.058
9515,463,94.5,89.7,68,0.059
9516,461,94.5,89.7,68,0.059
9517,461,94.7,89.7,70,0.057
9518,462,94.8,89.7,69,0.058
9519,461,94.6,89.7,67,0.045
9520,460,94.6,89.7,68,0.044
9521,464,94.7,89.7,68,0.044
9522,465,94.9,89.7,71,0.042
9523,463,94.9,89.7,70,0.043
9524,465,95.1,89.7,70,0.043
9525,464,95.1,89.7,70,0.043
9526,464,95.0,89.7,68,0.044
9527,465,95.1,89.7,68,0.044
9528,463,95.0,89.7,67,0.030
9529,466,95.1,89.7,64,0.031
9530,467,95.1,89.7,64,0.031
9531,466,95.0,89.7,65,0.031
9532,464,95.0,89.7,65,0.031
9533,464,95.0,89.7,65,0.031
9534,462,94.9,89.7,64,0.031
9535,461,94.9,89.7,64,0.031
9536,463,95.1,89.7,65,0.031
9537,463,95.0,89.7,66,0.045
9538,461,95.0,89.7,67,0.045
9539,460,94.9,89.7,67,0.045
9540,459,94.9,89.7,67,0.045
9541,462,95.0,89.7,67,0.045
9542,464,94.9,89.7,68,0.044
9543,463,94.8,89.7,68,0.044
9544,464,94.9,89.7,69,0.043
9545,464,94.9,89.7,69,0.043
9546,465,94.9,89.7,69,0.043
9547,465,94.9,89.7,67,0.045
9548,466,94.8,89.7,69,0.043
9549,469,95.0,89.7,69,0.043
9550,469,95.0,89.7,68,0.044
9551,468,94.9,89.7,69,0.043
9552,466,94.8,89.7,69,0.043
9553,465,94.8,89.7,69,0.043
9554,465,94.9,89.7,71,0.042
9555,463,94.9,89.7,72,0.042
9556,465,95.0,89.7,72,0.042
9557,464,94.9,89.7,73,0.041
9558,465,94.9,89.7,74,0.041
9559,466,94.9,89.7,74,0.041
9560,463,94.9,89.7,75,0.040
9561,466,94.9,89.7,75,0.040
9562,463,94.9,89.7,73,0.041
9563,461,94.8,89.7,75,0.067
9564,461,94.8,89.7,75,0.067
9565,463,94.8,89.7,77,0.065
9566,463,94.6,89.7,78,0.064
9567,465,94.6,89.7,78,0.064
9568,466,94.7,89.7,78,0.064
9569,463,94.6,89.7,78,0.077
9570,460,94.6,89.7,78,0.077
9571,460,94.5,89.7,85,0.106
9572,459,94.6,89.7,87,0.115
9573,456,94.7,89.7,87,0.115
9574,455,94.6,89.7,86,0.116
9575,452,94.6,89.7,81,0.123
9576,449,94.6,89.7,82,0.122
9577,451,94.6,89.7,83,0.120
9578,453,94.6,89.7,80,0.113
9579,450,94.7,89.7,80,0.113
9580,450,94.7,89.7,81,0.099
9581,449,94.6,89.7,78,0.103
9582,448,94.6,89.7,80,0.113
9583,447,94.7,89.7,79,0.114
9584,449,94.7,89.7,79,0.114
9585,448,94.7,89.7,80,0.113
9586,447,94.8,89.7,80,0.113
9587,446,94.9,89.7,80,0.113
9588,445,94.9,89.7,82,0.110
9589,445,95.1,89.7,81,0.111
9590,447,95.2,89.7,83,0.108
9591,445,95.2,89.7,86,0.105
9592,441,95.2,89.7,84,0.107
9593,441,95.0,89.7,80,0.113
9594,442,94.9,89.7,78,0.115
9595,442,94.9,89.7,80,0.113
9596,443,95.1,89.7,82,0.110
9597,445,95.2,89.7,84,0.107
9598,445,95.2,89.7,83,0.096
9599,445,95.2,89.7,82,0.085
9600,443,95.1,89.7,82,0.085
9601,441,95.0,89.7,82,0.085
9602,442,95.1,89.7,82,0.085
9603,445,95.1,89.7,81,0.086
9604,444,95.1,89.7,84,0.083
9605,444,95.0,89.7,85,0.082
9606,442,95.0,89.7,87,0.080
9607,440,95.1,89.7,86,0.081
9608,442,95.0,89.7,85,0.082
9609,441,95.0,89.7,87,0.080
9610,439,95.0,89.7,88,0.080
9611,440,95.0,89.7,89,0.079
9612,437,95.0,89.7,92,0.076
9613,437,94.9,89.7,96,0.073
9614,437,94.9,89.7,95,0.074
9615,436,94.9,89.7,95,0.074
9616,439,94.9,89.7,94,0.074
9617,436,94.8,89.7,92,0.076
9618,435,94.7,89.7,92,0.076
9619,434,94.8,89.7,93,0.075
9620,432,94.6,89.7,91,0.077
9621,430,94.6,89.7,89,0.079
9622,432,94.6,89.7,90,0.089
9623,436,94.5,89.7,87,0.092
9624,437,94.4,89.7,87,0.103
9625,435,94.4,89.7,88,0.102
9626,438,94.4,89.7,89,0.101
9627,440,94.4,89.7,88,0.102
9628,445,94.1,89.7,86,0.105
9629,445,94.1,89.7,87,0.103
9630,446,94.2,89.7,87,0.103
9631,449,94.1,89.7,87,0.103
9632,449,94.1,89.7,89,0.112
9633,451,94.1,89.7,89,0.112
9634,450,94.2,89.7,89,0.112
9635,451,94.2,89.7,89,0.112
9636,449,94.1,89.7,89,0.112
9637,449,94.1,89.7,92,0.120
9638,449,94.2,89.7,90,0.100
9639,450,94.2,89.7,90,0.100
9640,451,94.3,89.7,90,0.100
9641,449,94.2,89.7,88,0.102
9642,447,94.3,89.7,89,0.112
9643,449,94.1,89.7,89,0.112
9644,446,94.2,89.7,91,0.110
9645,445,94.4,89.7,93,0.097
9646,443,94.3,89.7,94,0.096
9647,445,94.3,89.7,94,0.096
9648,444,94.3,89.7,94,0.096
9649,442,94.2,89.7,93,0.097
9650,439,94.2,89.7,94,0.096
9651,437,94.2,89.7,96,0.094
9652,436,94.1,89.7,95,0.095
9653,437,94.1,89.7,95,0.095
9654,435,94.0,89.7,96,0.094
9655,436,94.0,89.7,96,0.094
9656,436,94.0,89.7,96,0.094
9657,438,94.0,89.7,100,0.100
9658,439,94.1,89.7,100,0.100
9659,441,94.2,89.7,98,0.102
9660,445,94.0,89.7,96,0.104
9661,446,94.1,89.7,97,0.103
9662,447,94.1,89.7,97,0.103
9663,450,94.0,89.7,96,0.104
9664,447,93.9,89.7,95,0.095
9665,447,93.9,89.7,93,0.097
9666,447,93.8,89.7,92,0.098
9667,446,93.8,89.7,89,0.101
9668,449,93.7,89.7,89,0.101
9669,448,93.9,89.7,90,0.100
9670,450,93.8,89.7,89,0.101
9671,452,93.9,89.7,88,0.091
9672,452,93.8,89.7,86,0.093
9673,452,93.8,89.7,85,0.094
9674,452,93.7,89.7,86,0.093
9675,452,93.6,89.7,87,0.092
9676,455,93.7,89.7,87,0.092
9677,458,93.6,89.7,87,0.092
9678,460,93.7,89.7,84,0.095
9679,461,93.8,89.7,84,0.095
9680,460,93.9,89.7,85,0.082
9681,459,93.9,89.7,86,0.093
9682,456,93.8,89.7,88,0.091
9683,457,93.8,89.7,87,0.092
9684,459,93.8,89.7,89,0.090
9685,458,93.7,89.7,92,0.087
9686,456,93.7,89.7,94,0.096
9687,455,93.8,89.7,95,0.095
9688,455,93.7,89.7,95,0.095
9689,454,93.8,89.7,95,0.095
9690,453,93.9,89.7,96,0.094
9691,453,94.0,89.7,95,0.095
9692,453,94.1,89.7,95,0.095
9693,454,94.1,89.7,96,0.094
9694,451,94.0,89.7,93,0.097
9695,450,93.9,89.7,96,0.094
9696,452,94.0,89.7,93,0.097
9697,451,93.7,89.7,93,0.097
9698,451,93.8,89.7,94,0.096
9699,452,93.9,89.7,95,0.095
9700,456,94.0,89.7,95,0.095
9701,457,94.1,89.7,101,0.089
9702,455,94.2,89.7,101,0.089
9703,455,94.2,89.7,101,0.089
9704,453,94.2,89.7,100,0.090
9705,452,94.3,89.7,100,0.090
9706,457,94.4,89.7,101,0.089
9707,455,94.4,89.7,101,0.089
9708,455,94.4,89.7,105,0.095
9709,458,94.4,89.7,105,0.095
9710,457,94.6,89.7,108,0.083
9711,457,94.5,89.7,110,0.082
9712,457,94.5,89.7,110,0.082
9713,455,94.7,89.7,109,0.083
9714,453,94.7,89.7,108,0.083
9715,454,94.6,89.7,108,0.083
9716,453,94.6,89.7,108,0.083
9717,454,94.6,89.7,108,0.083
9718,455,94.5,89.7,106,0.085
9719,454,94.6,89.7,106,0.085
9720,457,94.5,89.7,106,0.085
9721,457,94.6,89.7,107,0.084
9722,455,94.6,89.7,105,0.086
9723,457,94.5,89.7,104,0.087
9724,458,94.4,89.7,102,0.098
9725,460,94.3,89.7,99,0.101
9726,464,94.3,89.7,103,0.097
9727,463,94.3,89.7,106,0.113
9728,464,94.2,89.7,105,0.114
9729,460,94.2,89.7,101,0.109
9730,460,94.2,89.7,100,0.110
9731,462,94.2,89.7,98,0.112
9732,462,94.2,89.7,98,0.112
9733,463,94.2,89.7,98,0.112
9734,465,94.2,89.7,97,0.113
9735,465,94.3,89.7,98,0.112
9736,464,94.2,89.7,96,0.115
9737,464,94.2,89.7,97,0.113
9738,464,94.1,89.7,97,0.103
9739,465,94.1,89.7,97,0.103
9740,466,94.1,89.7,97,0.103
9741,466,94.0,89.7,100,0.120
9742,467,94.1,89.7,100,0.120
9743,469,94.3,89.7,100,0.120
9744,469,94.2,89.7,101,0.119
9745,467,94.2,89.7,101,0.119
9746,468,94.2,89.7,102,0.118
9747,467,94.1,89.7,100,0.120
9748,467,94.2,89.7,101,0.119
9749,466,94.2,89.7,103,0.117
9750,467,94.0,89.7,105,0.114
9751,468,94.0,89.7,103,0.117
9752,468,94.0,89.7,103,0.117
9753,469,94.0,89.7,103,0.117
9754,474,94.0,89.7,103,0.117
9755,474,94.0,89.7,103,0.117
9756,472,94.0,89.7,101,0.119
9757,470,94.0,89.7,99,0.121
9758,469,94.0,89.7,100,0.120
9759,469,94.1,89.7,100,0.120
9760,467,94.0,89.7,100,0.120
9761,468,94.1,89.7,100,0.120
9762,467,94.1,89.7,98,0.122
9763,468,94.1,89.7,97,0.103
9764,469,94.2,89.7,97,0.103
9765,469,94.1,89.7,98,0.102
9766,468,94.3,89.7,99,0.101
9767,469,94.4,89.7,98,0.092
9768,470,94.4,89.7,97,0.093
9769,471,94.3,89.7,97,0.093
9770,470,94.3,89.7,97,0.093
9771,473,94.6,89.7,97,0.093
9772,473,94.6,89.7,96,0.094
9773,472,94.6,89.7,96,0.094
9774,472,94.6,89.7,98,0.092
9775,472,94.6,89.7,99,0.091
9776,473,94.5,89.7,99,0.091
9777,471,94.6,89.7,100,0.090
9778,468,94.6,89.7,98,0.082
9779,466,94.6,89.7,100,0.090
9780,467,94.5,89.7,98,0.092
9781,466,94.5,89.7,98,0.092
9782,467,94.5,89.7,96,0.094
9783,470,94.6,89.7,99,0.091
9784,468,94.5,89.7,99,0.091
9785,465,94.5,89.7,93,0.086
9786,465,94.4,89.7,93,0.086
9787,464,94.5,89.7,96,0.094
9788,464,94.5,89.7,96,0.094
9789,465,94.4,89.7,96,0.094
9790,463,94.4,89.7,95,0.095
9791,460,94.3,89.7,93,0.108
9792,460,94.2,89.7,95,0.116
9793,461,94.1,89.7,94,0.117
9794,459,94.2,89.7,95,0.116
9795,461,94.2,89.7,94,0.117
9796,461,94.4,89.7,93,0.118
9797,460,94.4,89.7,90,0.122
9798,459,94.2,89.7,89,0.124
9799,460,94.0,89.7,88,0.125
9800,459,94.1,89.7,88,0.125
9801,457,94.1,89.7,89,0.135
9802,457,94.1,89.7,89,0.135
9803,453,94.2,89.7,89,0.135
9804,452,94.2,89.7,89,0.135
9805,450,94.2,89.7,92,0.130
9806,448,94.2,89.7,93,0.129
9807,447,94.2,89.7,93,0.129
9808,445,94.2,89.7,94,0.128
9809,445,94.2,89.7,92,0.120
9810,444,94.3,89.7,92,0.120
9811,443,94.2,89.7,91,0.121
9812,442,94.2,89.7,95,0.147
9813,441,94.1,89.7,95,0.147
9814,440,94.3,89.7,95,0.147
9815,441,94.2,89.7,95,0.147
9816,439,94.4,89.7,93,0.140
9817,438,94.3,89.7,94,0.138
9818,443,94.1,89.7,94,0.138
9819,445,94.1,89.7,94,0.138
9820,448,94.2,89.7,92,0.130
9821,451,94.2,89.7,92,0.130
9822,450,94.2,89.7,90,0.133
9823,448,94.0,89.7,86,0.140
9824,445,94.1,89.7,87,0.138
9825,443,94.2,89.7,84,0.131
9826,441,94.1,89.7,82,0.122
9827,443,94.3,89.7,84,0.119
9828,444,94.4,89.7,84,0.119
9829,442,94.5,89.7,84,0.119
9830,444,94.5,89.7,84,0.119
9831,443,94.5,89.7,84,0.119
9832,445,94.4,89.7,85,0.118
9833,445,94.4,89.7,84,0.119
9834,445,94.5,89.7,83,0.108
9835,445,94.5,89.7,84,0.107
9836,447,94.5,89.7,84,0.107
9837,445,94.4,89.7,84,0.107
9838,448,94.4,89.7,84,0.107
9839,447,94.4,89.7,83,0.108
9840,446,94.5,89.7,84,0.107
9841,449,94.6,89.7,85,0.106
9842,451,94.5,89.7,86,0.105
9843,450,94.5,89.7,86,0.105
9844,452,94.4,89.7,86,0.105
9845,458,94.3,89.7,87,0.103
9846,461,94.3,89.7,87,0.103
9847,460,94.3,89.7,86,0.105
9848,461,94.3,89.7,88,0.102
9849,460,94.4,89.7,89,0.101
9850,460,94.4,89.7,94,0.117
9851,461,94.4,89.7,93,0.118
9852,462,94.4,89.7,95,0.116
9853,463,94.3,89.7,95,0.116
9854,461,94.2,89.7,95,0.105
9855,461,94.1,89.7,97,0.103
9856,461,94.2,89.7,97,0.103
9857,459,94.2,89.7,97,0.103
9858,458,94.2,89.7,96,0.104
9859,454,94.3,89.7,94,0.096
9860,453,94.3,89.7,95,0.095
9861,451,94.2,89.7,92,0.098
9862,452,94.2,89.7,89,0.090
9863,449,94.3,89.7,90,0.089
9864,448,94.3,89.7,89,0.079
9865,446,94.5,89.7,89,0.079
9866,445,94.4,89.7,87,0.080
9867,447,94.4,89.7,86,0.081
9868,448,94.4,89.7,87,0.092
9869,447,94.3,89.7,87,0.092
9870,448,94.3,89.7,88,0.091
9871,445,94.4,89.7,90,0.089
9872,444,94.4,89.7,91,0.088
9873,445,94.5,89.7,90,0.089
9874,444,94.4,89.7,91,0.088
9875,444,94.5,89.7,91,0.088
9876,441,94.6,89.7,90,0.078
9877,439,94.6,89.7,90,0.078
9878,436,94.6,89.7,89,0.079
9879,433,94.5,89.7,86,0.081
9880,434,94.5,89.7,84,0.083
9881,435,94.4,89.7,87,0.080
9882,434,94.3,89.7,85,0.082
9883,435,94.2,89.7,85,0.082
9884,434,94.2,89.7,86,0.081
9885,436,94.3,89.7,86,0.081
9886,435,94.3,89.7,86,0.081
9887,435,94.4,89.7,84,0.083
9888,433,94.3,89.7,83,0.084
9889,432,94.2,89.7,78,0.090
9890,433,94.1,89.7,78,0.090
9891,437,94.1,89.7,77,0.091
9892,437,94.1,89.7,77,0.091
9893,446,94.1,89.7,82,0.085
9894,445,94.1,89.7,83,0.084
9895,446,94.0,89.7,83,0.084
9896,445,94.1,89.7,82,0.085
9897,443,94.1,89.7,82,0.085
9898,444,94.0,89.7,82,0.085
9899,444,94.2,89.7,82,0.085
9900,444,94.1,89.7,79,0.076
9901,442,94.0,89.7,79,0.076
9902,440,94.0,89.7,78,0.077
9903,439,93.9,89.7,77,0.078
9904,440,93.9,89.7,76,0.079
9905,440,93.8,89.7,76,0.079
9906,440,93.7,89.7,73,0.082
9907,440,93.8,89.7,70,0.086
9908,441,93.8,89.7,70,0.086
9909,439,93.8,89.7,68,0.074
9910,439,93.8,89.7,65,0.077
9911,438,93.8,89.7,62,0.081
9912,438,93.8,89.7,61,0.082
9913,441,93.7,89.7,61,0.082
9914,442,93.6,89.7,61,0.082
9915,440,93.5,89.7,61,0.082
9916,441,93.5,89.7,61,0.082
9917,442,93.6,89.7,61,0.082
9918,443,93.4,89.7,60,0.083
9919,444,93.3,89.7,61,0.082
9920,447,93.3,89.7,60,0.083
9921,445,93.2,89.7,60,0.083
9922,443,93.2,89.7,60,0.083
9923,444,93.2,89.7,61,0.082
9924,444,93.1,89.7,63,0.063
9925,445,93.1,89.7,64,0.078
9926,445,93.2,89.7,64,0.078
9927,446,93.2,89.7,63,0.079
9928,447,93.3,89.7,63,0.079
9929,448,93.3,89.7,65,0.077
9930,450,93.3,89.7,65,0.077
9931,448,93.3,89.7,65,0.077
9932,447,93.3,89.7,64,0.078
9933,451,93.2,89.7,62,0.081
9934,452,93.1,89.7,60,0.083
9935,452,93.1,89.7,60,0.083
9936,452,93.1,89.7,60,0.100
9937,454,92.9,89.7,57,0.105
9938,455,92.8,89.7,58,0.103
9939,457,92.9,89.7,58,0.103
9940,457,92.9,89.7,60,0.100
9941,454,93.0,89.7,60,0.100
9942,456,92.8,89.7,59,0.102
9943,455,92.6,89.7,58,0.103
9944,453,92.6,89.7,58,0.103
9945,453,92.5,89.7,58,0.103
9946,452,92.4,89.7,58,0.103
9947,452,92.4,89.7,56,0.107
9948,451,92.5,89.7,54,0.111
9949,451,92.6,89.7,54,0.111
9950,451,92.6,89.6,54,0.111
9951,448,92.7,89.6,54,0.111
9952,449,92.7,89.6,54,0.111
9953,450,92.7,89.6,54,0.111
9954,449,92.7,89.6,54,0.111
9955,448,92.8,89.6,54,0.111
9956,449,92.7,89.6,56,0.107
9957,450,92.8,89.6,55,0.109
9958,455,92.7,89.6,55,0.109
9959,457,92.7,89.6,56,0.107
9960,456,92.7,89.6,56,0.107
9961,458,92.7,89.6,55,0.109
9962,457,92.7,89.6,55,0.109
9963,459,92.7,89.6,55,0.109
9964,457,92.7,89.6,54,0.111
9965,456,92.7,89.6,56,0.107
9966,455,92.6,89.6,59,0.102
9967,458,92.6,89.6,59,0.102
9968,462,92.5,89.6,60,0.117
9969,459,92.5,89.6,60,0.117
9970,460,92.6,89.6,60,0.117
9971,459,92.5,89.6,60,0.117
9972,461,92.4,89.6,60,0.117
9973,460,92.4,89.6,60,0.117
9974,464,92.2,89.6,61,0.115
9975,464,92.2,89.6,63,0.111
9976,465,92.3,89.6,64,0.125
9977,466,92.4,89.6,64,0.109
9978,465,92.4,89.6,63,0.111
9979,468,92.4,89.6,63,0.111
9980,466,92.5,89.6,64,0.109
9981,465,92.5,89.6,64,0.109
9982,467,92.3,89.6,68,0.147
9983,467,92.4,89.6,68,0.147
9984,465,92.4,89.6,68,0.147
9985,465,92.3,89.6,67,0.149
9986,465,92.3,89.6,67,0.149
9987,466,92.4,89.6,67,0.149
9988,465,92.4,89.6,67,0.149
9989,464,92.4,89.6,66,0.121
9990,465,92.5,89.6,65,0.123
9991,467,92.5,89.6,65,0.123
9992,468,92.5,89.6,65,0.123
9993,467,92.6,89.6,66,0.121
9994,466,92.5,89.6,70,0.129
9995,466,92.5,89.6,71,0.127
9996,463,92.5,89.6,71,0.127
9997,463,92.3,89.6,70,0.129
9998,464,92.5,89.6,68,0.132
9999,465,92.6,89.6,68,0.132
10000,465,92.7,89.6,68,0.132
10001,465,92.6,89.6,69,0.130
10002,464,92.6,89.6,69,0.130
10003,466,92.6,89.6,98,0.163
10004,465,92.6,89.6,97,0.165
10005,467,92.6,89.6,134,0.149
10006,468,92.6,89.6,149,0.148
10007,471,92.5,89.6,193,0.135
10008,471,92.5,89.6,193,0.130
10009,470,92.6,89.6,193,0.130
10010,470,92.6,89.6,192,0.130
10011,469,92.6,89.6,205,0.122
10012,469,92.6,89.6,206,0.121
10013,470,92.7,89.6,218,0.124
10014,472,92.7,89.6,242,0.120
10015,471,92.7,89.6,295,0.115
10016,471,92.6,89.6,345,0.125
10017,470,92.6,89.6,342,0.126
10018,466,92.8,89.6,340,0.121
10019,464,92.8,89.6,373,0.131
10020,465,92.9,89.6,368,0.130
10021,463,92.9,89.6,371,0.129
10022,461,92.8,89.6,367,0.131
10023,458,92.8,89.6,371,0.129
10024,458,92.8,89.6,386,0.124
10025,458,92.8,89.6,412,0.131
10026,459,92.8,89.6,411,0.131
10027,458,92.7,89.6,409,0.132
10028,459,92.9,89.6,426,0.141
10029,458,92.9,89.6,480,0.148
10030,457,92.8,89.6,480,0.150
10031,455,92.9,89.6,477,0.147
10032,455,92.8,89.6,470,0.147
10033,454,92.8,89.6,469,0.147
10034,455,92.9,89.6,512,0.143
10035,454,92.9,89.6,539,0.143
10036,453,92.9,89.6,537,0.143
10037,451,93.0,89.6,534,0.142
10038,451,92.9,89.6,542,0.140
10039,453,92.9,89.6,554,0.139
10040,453,92.8,89.6,554,0.139
10041,453,92.8,89.6,558,0.140
10042,450,92.7,89.6,570,0.139
10043,449,92.6,89.6,566,0.140
10044,448,92.7,89.6,572,0.133
10045,447,92.9,89.6,568,0.129
10046,445,93.0,89.6,564,0.126
10047,444,93.0,89.6,604,0.123
10048,441,93.1,89.6,603,0.121
10049,446,93.0,89.6,607,0.120
10050,447,92.9,89.6,605,0.122
10051,446,93.0,89.6,604,0.121
10052,446,93.1,89.6,602,0.121
10053,445,93.0,89.6,612,0.123
10054,450,92.9,89.6,622,0.124
10055,450,92.9,89.6,679,0.125
10056,454,92.9,89.6,679,0.124
10057,457,92.9,89.6,677,0.124
10058,456,92.9,89.6,703,0.118
10059,458,92.9,89.6,731,0.114
10060,458,92.8,89.6,735,0.113
10061,457,92.8,89.6,767,0.116
10062,456,92.8,89.6,763,0.117
10063,453,92.9,89.6,774,0.115
10064,461,92.7,89.6,775,0.115
10065,460,92.7,89.6,781,0.114
10066,461,92.8,89.6,779,0.114
10067,460,92.7,89.6,785,0.118
10068,458,92.8,89.6,779,0.117
10069,458,92.8,89.6,786,0.120
10070,458,92.8,89.6,786,0.118
10071,459,92.9,89.6,784,0.117
