gen,pop,iq,iq_b,truth,error
10072,462,92.9,89.6,782,0.118
10073,459,92.8,89.6,781,0.120
10074,459,92.8,89.6,780,0.121
10075,458,92.8,89.6,818,0.123
10076,461,92.7,89.6,822,0.123
10077,461,92.7,89.6,838,0.126
10078,463,92.8,89.6,836,0.127
10079,464,92.7,89.6,842,0.127
10080,461,92.7,89.6,859,0.126
10081,459,92.7,89.6,855,0.123
10082,460,92.7,89.6,852,0.123
10083,459,92.7,89.6,858,0.124
10084,460,92.7,89.6,879,0.127
10085,463,92.7,89.6,920,0.128
10086,463,92.7,89.6,911,0.128
10087,463,92.7,89.6,928,0.129
10088,466,92.6,89.6,928,0.130
10089,465,92.5,89.6,929,0.132
10090,465,92.7,89.6,936,0.129
10091,463,92.6,89.6,956,0.129
10092,462,92.7,89.6,980,0.132
10093,456,92.6,89.6,994,0.133
10094,453,92.6,89.6,985,0.131
10095,452,92.6,89.6,1017,0.132
10096,452,92.5,89.6,1016,0.132
10097,455,92.4,89.6,1018,0.133
10098,453,92.3,89.6,1012,0.133
10099,452,92.4,89.6,1009,0.132
10100,454,92.4,89.6,1009,0.131
10101,452,92.3,89.6,1008,0.132
10102,453,92.2,89.6,1009,0.132
10103,458,92.2,89.6,1007,0.130
10104,460,92.2,89.6,1001,0.131
10105,461,92.2,89.6,1049,0.133
10106,458,92.2,89.6,1054,0.134
10107,459,92.2,89.6,1049,0.134
10108,459,92.1,89.6,1073,0.132
10109,459,92.2,89.6,1087,0.134
10110,456,92.3,89.6,1094,0.135
10111,456,92.2,89.6,1088,0.135
10112,456,92.0,89.6,1085,0.135
10113,456,91.9,89.6,1079,0.136
10114,456,91.9,89.6,1085,0.138
10115,459,92.0,89.6,1080,0.138
10116,459,92.0,89.6,1075,0.136
10117,459,92.0,89.6,1101,0.134
10118,459,92.1,89.6,1102,0.135
10119,458,91.9,89.6,1110,0.134
10120,456,92.0,89.6,1107,0.136
10121,457,91.9,89.6,1101,0.135
10122,455,92.0,89.6,1110,0.132
10123,453,91.9,89.6,1154,0.133
10124,455,91.8,89.6,1159,0.132
10125,453,91.9,89.6,1149,0.133
10126,451,91.9,89.6,1139,0.132
10127,447,91.8,89.6,1154,0.133
10128,446,91.9,89.6,1171,0.135
10129,445,92.0,89.6,1162,0.134
10130,444,91.9,89.6,1150,0.134
10131,447,91.9,89.6,1151,0.136
10132,448,91.8,89.6,1192,0.138
10133,444,91.9,89.6,1197,0.137
10134,441,91.7,89.6,1191,0.138
10135,447,91.9,89.6,1180,0.137
10136,448,91.8,89.6,1181,0.137
10137,448,91.9,89.6,1205,0.137
10138,448,92.1,89.6,1212,0.137
10139,448,92.2,89.6,1202,0.136
10140,448,92.2,89.6,1195,0.136
10141,454,92.2,89.6,1205,0.135
10142,452,92.3,89.6,1195,0.136
10143,453,92.4,89.6,1198,0.136
10144,456,92.4,89.6,1190,0.136
10145,456,92.5,89.6,1224,0.140
10146,457,92.6,89.6,1240,0.140
10147,455,92.6,89.6,1304,0.170
10148,456,92.5,89.6,1347,0.168
10149,461,92.5,89.6,1373,0.169
10150,461,92.5,89.6,1365,0.169
10151,461,92.5,89.6,1361,0.170
10152,462,92.6,89.6,1365,0.168
10153,465,92.5,89.6,1360,0.169
10154,466,92.6,89.6,1401,0.175
10155,467,92.6,89.6,1425,0.177
10156,467,92.7,89.6,1457,0.196
10157,470,92.6,89.6,1459,0.195
10158,470,92.6,89.6,1469,0.192
10159,466,92.5,89.6,1472,0.192
10160,466,92.5,89.6,1497,0.193
10161,465,92.5,89.6,1493,0.193
10162,466,92.4,89.6,1498,0.192
10163,465,92.4,89.6,1497,0.192
10164,465,92.4,89.6,1528,0.190
10165,466,92.4,89.6,1543,0.198
10166,468,92.4,89.6,1541,0.198
10167,465,92.3,89.6,1574,0.203
10168,464,92.4,89.6,1561,0.204
10169,465,92.4,89.6,1558,0.204
10170,466,92.4,89.6,1569,0.204
10171,468,92.5,89.6,1611,0.203
10172,467,92.4,89.6,1602,0.203
10173,465,92.5,89.6,1611,0.205
10174,468,92.6,89.6,1650,0.206
10175,467,92.5,89.6,1679,0.205
10176,467,92.5,89.6,1681,0.205
10177,466,92.5,89.6,1697,0.214
10178,467,92.5,89.6,1719,0.224
10179,467,92.4,89.6,1744,0.231
10180,469,92.5,89.6,1781,0.237
10181,469,92.5,89.6,1822,0.241
10182,467,92.6,89.6,1826,0.242
10183,466,92.6,89.6,1836,0.243
10184,466,92.4,89.6,1830,0.244
10185,467,92.4,89.6,1836,0.245
10186,465,92.4,89.6,1838,0.246
10187,464,92.4,89.6,1833,0.246
10188,465,92.4,89.6,1841,0.244
10189,465,92.3,89.6,1854,0.248
10190,464,92.3,89.6,1849,0.248
10191,465,92.1,89.6,1847,0.248
10192,468,92.0,89.6,1880,0.253
10193,470,92.1,89.6,1895,0.256
10194,470,92.1,89.6,1942,0.255
10195,474,92.0,89.6,1949,0.255
10196,474,92.1,89.6,1951,0.256
10197,475,92.2,89.6,1945,0.256
10198,473,92.2,89.6,1970,0.256
10199,473,92.2,89.6,1991,0.254
10200,471,92.2,89.6,2004,0.252
10201,470,92.3,89.6,2002,0.252
10202,471,92.2,89.6,2006,0.252
10203,472,92.2,89.6,2000,0.253
10204,471,92.2,89.6,2014,0.256
10205,470,92.2,89.6,2030,0.254
10206,470,92.3,89.6,2041,0.257
10207,468,92.4,89.6,2031,0.257
10208,468,92.3,89.6,2022,0.258
10209,468,92.3,89.6,2049,0.257
10210,469,92.1,89.6,2055,0.256
10211,468,92.2,89.6,2096,0.262
10212,470,92.2,89.6,2092,0.262
10213,469,92.2,89.6,2088,0.262
10214,469,92.2,89.6,2088,0.264
10215,467,92.2,89.6,2110,0.263
10216,468,92.1,89.6,2102,0.263
10217,467,92.1,89.6,2115,0.265
10218,467,92.1,89.6,2120,0.265
10219,468,92.2,89.6,2116,0.263
10220,468,92.1,89.6,2143,0.269
10221,466,92.0,89.6,2156,0.269
10222,465,92.0,89.6,2147,0.270
10223,466,91.9,89.6,2149,0.269
10224,467,91.9,89.6,2158,0.272
10225,467,92.0,89.6,2153,0.272
10226,468,91.9,89.6,2214,0.269
10227,466,91.9,89.6,2254,0.266
10228,466,91.8,89.6,2236,0.268
10229,464,91.7,89.6,2231,0.268
10230,463,91.7,89.6,2214,0.268
10231,464,91.7,89.6,2209,0.269
10232,461,91.7,89.6,2205,0.270
10233,459,91.8,89.6,2194,0.269
10234,460,91.6,89.6,2187,0.270
10235,460,91.5,89.6,2182,0.271
10236,459,91.5,89.6,2188,0.271
10237,460,91.5,89.6,2219,0.271
10238,458,91.6,89.6,2212,0.272
10239,459,91.5,89.6,2214,0.272
10240,458,91.4,89.6,2218,0.273
10241,458,91.4,89.6,2234,0.272
10242,461,91.5,89.6,2231,0.272
10243,459,91.5,89.6,2222,0.273
10244,462,91.6,89.6,2231,0.273
10245,461,91.5,89.6,2227,0.274
10246,460,91.4,89.6,2215,0.274
10247,461,91.5,89.6,2212,0.274
10248,462,91.3,89.6,2204,0.274
10249,462,91.3,89.6,2198,0.274
10250,459,91.3,89.6,2181,0.273
10251,463,91.3,89.6,2173,0.272
10252,465,91.5,89.6,2162,0.272
10253,465,91.5,89.6,2168,0.272
10254,465,91.6,89.6,2190,0.271
10255,464,91.8,89.6,2202,0.271
10256,462,91.9,89.6,2195,0.272
10257,460,92.0,89.6,2173,0.272
10258,459,91.9,89.6,2168,0.273
10259,459,91.9,89.6,2150,0.273
10260,458,92.0,89.6,2135,0.273
10261,456,92.0,89.6,2171,0.273
10262,457,92.0,89.6,2207,0.270
10263,456,92.0,89.6,2225,0.269
10264,453,91.9,89.6,2200,0.269
10265,452,92.1,89.6,2194,0.268
10266,453,92.0,89.6,2194,0.267
10267,451,92.0,89.6,2203,0.264
10268,455,92.0,89.6,2195,0.265
10269,455,92.0,89.6,2219,0.262
10270,453,92.1,89.6,2217,0.262
10271,455,92.1,89.6,2309,0.258
10272,453,92.1,89.6,2301,0.259
10273,452,92.1,89.6,2304,0.260
10274,454,92.2,89.6,2318,0.258
10275,458,92.0,89.6,2315,0.259
10276,461,92.0,89.6,2316,0.259
10277,460,92.0,89.6,2297,0.260
10278,459,92.0,89.6,2352,0.260
10279,456,92.1,89.6,2345,0.261
10280,458,92.1,89.6,2363,0.262
10281,459,92.2,89.6,2409,0.266
10282,457,92.2,89.6,2398,0.266
10283,457,92.2,89.6,2391,0.266
10284,459,92.1,89.6,2409,0.268
10285,462,92.3,89.6,2441,0.271
10286,461,92.4,89.6,2448,0.268
10287,460,92.2,89.6,2458,0.272
10288,459,92.2,89.6,2460,0.273
10289,460,92.2,89.6,2448,0.273
10290,463,92.4,89.6,2449,0.274
10291,462,92.4,89.6,2448,0.273
10292,464,92.4,89.6,2481,0.271
10293,463,92.4,89.6,2475,0.271
10294,463,92.4,89.6,2492,0.271
10295,465,92.6,89.6,2485,0.271
10296,467,92.7,89.6,2491,0.270
10297,465,92.8,89.6,2490,0.269
10298,465,92.7,89.6,2479,0.269
10299,463,92.8,89.6,2525,0.267
10300,463,92.8,89.6,2512,0.267
10301,464,92.8,89.6,2527,0.266
10302,462,92.9,89.6,2514,0.267
10303,459,92.9,89.6,2497,0.266
10304,454,92.9,89.6,2484,0.265
10305,452,92.8,89.6,2465,0.265
10306,452,92.7,89.6,2514,0.265
10307,451,92.7,89.6,2539,0.269
10308,449,92.7,89.6,2520,0.269
10309,449,92.8,89.6,2524,0.274
10310,451,92.9,89.6,2521,0.274
10311,451,93.0,89.6,2514,0.276
10312,453,93.0,89.6,2516,0.275
10313,452,93.1,89.6,2513,0.275
10314,451,93.1,89.6,2534,0.272
10315,449,93.1,89.6,2513,0.271
10316,446,93.2,89.6,2500,0.271
10317,449,93.3,89.6,2501,0.270
10318,449,93.2,89.6,2522,0.272
10319,449,93.3,89.6,2518,0.271
10320,448,93.3,89.6,2517,0.271
10321,447,93.4,89.6,2497,0.270
10322,448,93.4,89.6,2484,0.270
10323,448,93.5,89.6,2504,0.269
10324,448,93.6,89.6,2482,0.268
10325,448,93.7,89.6,2474,0.267
10326,449,93.8,89.6,2473,0.266
10327,454,93.9,89.6,2475,0.264
10328,456,94.0,89.6,2469,0.264
10329,456,93.9,89.6,2472,0.264
10330,455,93.9,89.6,2467,0.265
10331,457,93.9,89.6,2468,0.264
10332,458,94.0,89.6,2451,0.264
10333,462,94.0,89.6,2486,0.261
10334,463,94.0,89.6,2479,0.261
10335,458,94.0,89.6,2474,0.261
10336,457,94.0,89.6,2463,0.259
10337,458,94.1,89.6,2492,0.257
10338,455,94.1,89.6,2495,0.256
10339,455,94.2,89.6,2478,0.255
10340,453,94.2,89.6,2459,0.255
10341,450,94.2,89.6,2447,0.255
10342,450,94.3,89.6,2450,0.256
10343,448,94.2,89.6,2430,0.256
10344,446,94.2,89.6,2403,0.253
10345,447,94.3,89.6,2410,0.253
10346,445,94.2,89.6,2390,0.254
10347,448,94.2,89.6,2456,0.254
10348,448,94.2,89.6,2485,0.252
10349,448,94.2,89.6,2464,0.251
10350,446,94.1,89.6,2508,0.249
10351,444,94.1,89.6,2495,0.249
10352,444,94.0,89.6,2526,0.254
10353,442,94.1,89.6,2496,0.253
10354,440,94.0,89.6,2479,0.251
10355,439,93.8,89.6,2476,0.251
10356,438,93.8,89.6,2467,0.252
10357,435,93.8,89.6,2454,0.254
10358,434,94.0,89.6,2447,0.254
10359,434,93.9,89.6,2437,0.254
10360,436,93.9,89.6,2433,0.253
10361,439,93.9,89.6,2505,0.252
10362,441,94.0,89.6,2501,0.253
10363,442,94.1,89.6,2496,0.253
10364,443,94.1,89.6,2508,0.252
10365,443,94.2,89.6,2559,0.251
10366,448,94.3,89.6,2583,0.251
10367,451,94.2,89.6,2583,0.253
10368,451,94.3,89.6,2560,0.254
10369,449,94.3,89.6,2586,0.251
10370,448,94.3,89.6,2596,0.251
10371,445,94.3,89.6,2585,0.251
10372,444,94.2,89.6,2603,0.251
10373,450,94.3,89.6,2609,0.251
10374,448,94.2,89.6,2593,0.251
10375,447,94.3,89.6,2577,0.252
10376,449,94.3,89.6,2607,0.249
10377,455,94.3,89.6,2657,0.248
10378,458,94.3,89.6,2643,0.248
10379,458,94.2,89.6,2652,0.248
10380,457,94.2,89.6,2672,0.247
10381,456,94.2,89.6,2686,0.246
10382,459,94.2,89.6,2690,0.246
10383,458,94.2,89.6,2705,0.245
10384,459,94.1,89.6,2702,0.245
10385,460,94.1,89.6,2687,0.245
10386,463,94.1,89.6,2707,0.245
10387,466,94.1,89.6,2732,0.245
10388,466,94.1,89.6,2740,0.246
10389,467,94.1,89.6,2768,0.245
10390,466,94.2,89.6,2792,0.242
10391,465,94.3,89.6,2811,0.240
10392,465,94.4,89.6,2807,0.238
10393,465,94.4,89.6,2821,0.239
10394,466,94.4,89.6,2825,0.239
10395,465,94.5,89.6,2851,0.238
10396,466,94.4,89.6,2868,0.236
10397,465,94.3,89.6,2844,0.237
10398,465,94.4,89.6,2839,0.238
10399,464,94.3,89.6,2833,0.239
10400,465,94.3,89.6,2825,0.239
10401,466,94.3,89.6,2856,0.237
10402,466,94.2,89.6,2844,0.237
10403,466,94.2,89.6,2838,0.237
10404,465,94.2,89.6,2848,0.238
10405,465,94.2,89.6,2837,0.239
10406,465,94.2,89.6,2853,0.237
10407,470,94.1,89.6,2884,0.236
10408,470,94.1,89.6,2878,0.238
10409,469,94.0,89.6,2882,0.238
10410,467,94.1,89.6,2883,0.237
10411,467,94.1,89.6,2951,0.236
10412,467,94.2,89.6,2945,0.233
10413,466,94.1,89.6,2988,0.237
10414,464,94.2,89.6,2980,0.236
10415,467,94.2,89.6,2982,0.236
10416,468,94.2,89.6,2965,0.236
10417,469,94.2,89.6,3012,0.237
10418,469,94.1,89.6,3059,0.236
10419,466,94.0,89.6,3092,0.234
10420,465,94.1,89.6,3104,0.235
10421,465,94.3,89.6,3104,0.234
10422,464,94.3,89.6,3098,0.234
10423,465,94.3,89.6,3100,0.232
10424,463,94.3,89.6,3118,0.233
10425,466,94.3,89.6,3117,0.233
10426,466,94.3,89.6,3093,0.233
10427,467,94.3,89.6,3084,0.233
10428,467,94.3,89.6,3071,0.232
10429,469,94.4,89.6,3101,0.231
10430,469,94.3,89.6,3108,0.230
10431,472,94.3,89.6,3147,0.235
10432,474,94.2,89.6,3157,0.236
10433,475,94.2,89.6,3199,0.238
10434,474,94.3,89.6,3190,0.237
10435,472,94.3,89.6,3197,0.236
10436,475,94.2,89.6,3273,0.239
10437,473,94.2,89.6,3262,0.239
10438,473,94.2,89.6,3267,0.239
10439,472,94.1,89.6,3280,0.242
10440,473,94.3,89.6,3263,0.241
10441,473,94.3,89.6,3251,0.241
10442,470,94.4,89.6,3229,0.239
10443,470,94.5,89.6,3225,0.238
10444,469,94.4,89.6,3200,0.239
10445,469,94.4,89.6,3214,0.241
10446,468,94.4,89.6,3210,0.242
10447,471,94.3,89.6,3202,0.241
10448,469,94.3,89.6,3200,0.241
10449,470,94.4,89.6,3201,0.240
10450,472,94.3,89.6,3193,0.240
10451,470,94.3,89.6,3158,0.240
10452,467,94.3,89.6,3207,0.241
10453,465,94.3,89.6,3214,0.240
10454,463,94.2,89.6,3226,0.240
10455,461,94.1,89.6,3240,0.241
10456,460,94.2,89.6,3243,0.240
10457,458,94.2,89.6,3256,0.239
10458,457,94.2,89.6,3255,0.239
10459,456,94.0,89.6,3248,0.238
10460,457,93.9,89.6,3282,0.236
10461,461,94.0,89.6,3293,0.237
10462,464,94.1,89.6,3291,0.237
10463,464,94.1,89.6,3294,0.238
10464,463,94.1,89.6,3288,0.238
10465,464,94.1,89.6,3281,0.238
10466,463,94.2,89.6,3274,0.238
10467,464,94.2,89.6,3270,0.238
10468,460,94.3,89.6,3261,0.240
10469,459,94.4,89.6,3276,0.240
10470,459,94.3,89.6,3299,0.239
10471,457,94.4,89.6,3285,0.241
10472,458,94.4,89.6,3273,0.242
10473,460,94.2,89.6,3278,0.242
10474,462,94.3,89.6,3288,0.240
10475,459,94.3,89.6,3261,0.239
10476,456,94.4,89.6,3234,0.240
10477,455,94.4,89.6,3206,0.239
10478,456,94.4,89.6,3205,0.238
10479,458,94.5,89.6,3198,0.240
10480,462,94.3,89.6,3212,0.239
10481,461,94.4,89.6,3257,0.238
10482,462,94.2,89.6,3279,0.238
10483,463,94.1,89.6,3302,0.238
10484,463,94.1,89.6,3298,0.238
10485,460,94.1,89.6,3305,0.238
10486,459,94.0,89.6,3269,0.237
10487,459,94.0,89.6,3255,0.237
10488,457,94.0,89.6,3260,0.237
10489,457,93.8,89.6,3233,0.237
10490,457,93.8,89.6,3249,0.236
10491,458,93.8,89.6,3258,0.236
10492,455,93.8,89.6,3247,0.238
10493,456,93.5,89.6,3239,0.238
10494,457,93.5,89.6,3263,0.240
10495,457,93.5,89.6,3262,0.240
10496,456,93.4,89.6,3254,0.240
10497,456,93.5,89.6,3281,0.239
10498,457,93.6,89.6,3293,0.239
10499,456,93.5,89.6,3287,0.239
10500,454,93.5,89.6,3297,0.240
10501,459,93.5,89.6,3375,0.238
10502,460,93.6,89.6,3425,0.236
10503,460,93.6,89.6,3471,0.235
10504,462,93.6,89.6,3524,0.235
10505,463,93.6,89.6,3565,0.236
10506,464,93.6,89.6,3598,0.236
10507,465,93.6,89.6,3585,0.237
10508,467,93.6,89.6,3597,0.237
10509,468,93.6,89.6,3577,0.238
10510,467,93.4,89.6,3575,0.239
10511,466,93.3,89.6,3573,0.241
10512,465,93.4,89.6,3552,0.241
10513,465,93.3,89.6,3531,0.242
10514,464,93.2,89.6,3554,0.242
10515,464,93.1,89.6,3569,0.243
10516,467,93.2,89.6,3600,0.244
10517,464,93.2,89.6,3629,0.244
10518,462,93.2,89.6,3622,0.244
10519,463,93.3,89.6,3625,0.242
10520,464,93.3,89.6,3617,0.242
10521,463,93.4,89.6,3600,0.243
10522,462,93.3,89.6,3572,0.244
10523,463,93.4,89.6,3567,0.244
10524,462,93.3,89.6,3573,0.245
10525,460,93.2,89.6,3563,0.245
10526,460,93.2,89.6,3565,0.245
10527,455,93.1,89.6,3527,0.246
10528,456,93.1,89.6,3561,0.247
10529,456,93.0,89.6,3534,0.248
10530,456,93.0,89.6,3515,0.249
10531,455,93.0,89.6,3486,0.248
10532,454,92.9,89.6,3451,0.249
10533,454,93.0,89.6,3439,0.249
10534,455,93.0,89.6,3445,0.249
10535,453,92.9,89.6,3454,0.251
10536,451,93.0,89.6,3435,0.251
10537,449,92.9,89.6,3401,0.252
10538,451,92.9,89.6,3385,0.252
10539,448,92.9,89.6,3361,0.254
10540,447,92.9,89.6,3368,0.254
10541,447,92.8,89.6,3348,0.255
10542,447,92.6,89.6,3360,0.255
10543,446,92.6,89.6,3345,0.255
10544,446,92.7,89.6,3369,0.255
10545,447,92.7,89.6,3360,0.255
10546,449,92.7,89.6,3400,0.255
10547,449,92.7,89.6,3380,0.254
10548,452,92.6,89.6,3352,0.255
10549,453,92.7,89.6,3331,0.254
10550,453,92.7,89.6,3312,0.255
10551,453,92.7,89.6,3292,0.255
10552,452,92.6,89.6,3276,0.255
10553,452,92.5,89.6,3313,0.257
10554,452,92.6,89.6,3334,0.257
10555,454,92.6,89.6,3341,0.257
10556,453,92.7,89.6,3319,0.257
10557,455,92.6,89.6,3336,0.257
10558,458,92.5,89.6,3307,0.257
10559,462,92.4,89.6,3309,0.257
10560,459,92.3,89.6,3276,0.258
10561,457,92.4,89.6,3277,0.259
10562,454,92.3,89.6,3246,0.260
10563,454,92.3,89.6,3241,0.259
10564,456,92.3,89.6,3252,0.260
10565,454,92.3,89.6,3248,0.260
10566,450,92.2,89.6,3200,0.260
10567,449,92.2,89.6,3186,0.261
10568,446,92.3,89.6,3197,0.261
10569,444,92.1,89.6,3188,0.263
10570,446,92.1,89.6,3230,0.267
10571,449,92.2,89.6,3232,0.268
10572,450,92.3,89.6,3217,0.268
10573,450,92.2,89.6,3236,0.271
10574,448,92.2,89.6,3295,0.272
10575,447,92.4,89.6,3294,0.272
10576,445,92.4,89.6,3262,0.272
10577,443,92.3,89.6,3222,0.273
10578,440,92.2,89.6,3203,0.275
10579,440,92.3,89.6,3206,0.274
10580,440,92.4,89.6,3179,0.273
10581,440,92.4,89.6,3190,0.273
10582,438,92.4,89.6,3221,0.277
10583,437,92.4,89.6,3217,0.276
10584,436,92.6,89.6,3212,0.276
10585,440,92.6,89.6,3189,0.275
10586,441,92.7,89.6,3160,0.276
10587,443,92.7,89.6,3119,0.276
10588,446,92.7,89.6,3166,0.278
10589,448,92.8,89.6,3166,0.277
10590,448,92.8,89.6,3226,0.277
10591,450,92.8,89.6,3277,0.277
10592,450,92.8,89.6,3254,0.276
10593,453,92.7,89.6,3232,0.276
10594,451,92.8,89.6,3204,0.277
10595,449,92.8,89.6,3228,0.277
10596,451,92.8,89.6,3235,0.278
10597,452,92.9,89.6,3271,0.280
10598,449,92.9,89.6,3240,0.280
10599,452,92.9,89.6,3251,0.281
10600,453,92.9,89.6,3230,0.281
10601,453,92.9,89.6,3286,0.280
10602,454,92.8,89.6,3285,0.281
10603,458,92.7,89.6,3277,0.281
10604,459,92.7,89.6,3257,0.281
10605,459,92.7,89.6,3236,0.281
10606,460,92.6,89.6,3272,0.279
10607,458,92.6,89.6,3278,0.278
10608,456,92.7,89.6,3256,0.277
10609,458,92.8,89.6,3250,0.277
10610,459,92.8,89.6,3287,0.275
10611,460,92.8,89.6,3277,0.276
10612,460,92.7,89.6,3310,0.280
10613,459,92.7,89.6,3326,0.281
10614,460,92.6,89.6,3363,0.280
10615,461,92.6,89.6,3364,0.279
10616,461,92.6,89.6,3350,0.281
10617,462,92.5,89.6,3409,0.284
10618,463,92.6,89.6,3395,0.284
10619,466,92.7,89.6,3385,0.283
10620,468,92.6,89.6,3387,0.283
10621,470,92.6,89.6,3386,0.284
10622,469,92.7,89.6,3393,0.286
10623,470,92.5,89.6,3432,0.287
10624,469,92.5,89.6,3424,0.287
10625,468,92.5,89.6,3413,0.285
10626,468,92.4,89.6,3428,0.285
10627,467,92.4,89.6,3407,0.284
10628,468,92.4,89.6,3384,0.285
10629,467,92.3,89.6,3374,0.284
10630,468,92.4,89.6,3379,0.284
10631,464,92.4,89.6,3352,0.285
10632,463,92.3,89.6,3337,0.284
10633,462,92.3,89.6,3330,0.285
10634,464,92.2,89.6,3319,0.284
10635,465,92.3,89.6,3364,0.284
10636,462,92.3,89.6,3335,0.284
10637,464,92.3,89.6,3344,0.283
10638,464,92.3,89.6,3336,0.282
10639,464,92.4,89.6,3357,0.281
10640,462,92.4,89.6,3345,0.281
10641,460,92.3,89.6,3323,0.281
10642,464,92.4,89.6,3312,0.282
10643,464,92.4,89.6,3297,0.281
10644,466,92.2,89.6,3303,0.280
10645,467,92.2,89.6,3300,0.281
10646,469,92.2,89.6,3289,0.281
10647,465,92.3,89.6,3363,0.284
10648,465,92.2,89.6,3344,0.285
10649,463,92.2,89.6,3424,0.285
10650,464,92.2,89.6,3395,0.286
10651,462,92.3,89.6,3365,0.286
10652,461,92.4,89.6,3343,0.287
10653,463,92.4,89.6,3332,0.286
10654,465,92.5,89.6,3370,0.290
10655,467,92.4,89.6,3381,0.292
10656,466,92.2,89.6,3383,0.293
10657,468,92.2,89.6,3400,0.294
10658,469,92.2,89.6,3389,0.294
10659,468,92.2,89.6,3434,0.296
10660,466,92.3,89.6,3427,0.297
10661,465,92.3,89.6,3439,0.298
10662,464,92.2,89.6,3448,0.299
10663,461,92.1,89.6,3418,0.299
10664,459,92.1,89.6,3434,0.301
10665,460,91.9,89.6,3410,0.301
10666,462,92.0,89.6,3441,0.301
10667,463,91.9,89.6,3473,0.302
10668,464,91.8,89.6,3462,0.302
10669,464,91.8,89.6,3474,0.304
10670,464,91.7,89.6,3489,0.305
10671,464,91.7,89.6,3487,0.305
10672,463,91.8,89.6,3501,0.305
10673,463,91.8,89.6,3488,0.305
10674,463,91.6,89.6,3448,0.305
10675,461,91.6,89.6,3451,0.306
10676,463,91.6,89.6,3441,0.305
10677,466,91.5,89.6,3502,0.305
10678,469,91.3,89.6,3565,0.304
10679,467,91.4,89.6,3531,0.303
10680,466,91.4,89.6,3478,0.302
10681,467,91.4,89.6,3464,0.302
10682,465,91.5,89.6,3512,0.302
10683,462,91.6,89.6,3489,0.301
10684,463,91.5,89.6,3466,0.302
10685,466,91.7,89.6,3445,0.302
10686,466,91.7,89.6,3452,0.301
10687,465,91.8,89.6,3449,0.299
10688,464,91.8,89.6,3464,0.298
10689,463,91.9,89.6,3454,0.299
10690,464,91.9,89.6,3470,0.300
10691,461,92.0,89.6,3435,0.298
10692,463,92.0,89.6,3455,0.296
10693,464,92.2,89.6,3462,0.295
10694,463,92.3,89.6,3441,0.294
10695,461,92.2,89.6,3446,0.297
10696,460,92.2,89.6,3485,0.300
10697,459,92.2,89.6,3477,0.299
10698,461,92.2,89.6,3523,0.299
10699,462,92.1,89.6,3558,0.299
10700,464,92.0,89.6,3570,0.301
10701,463,92.0,89.6,3541,0.300
10702,461,92.0,89.6,3558,0.298
10703,460,92.0,89.6,3558,0.297
10704,458,92.0,89.6,3546,0.298
10705,459,91.9,89.6,3558,0.297
10706,459,91.9,89.6,3525,0.298
10707,458,91.8,89.6,3503,0.299
10708,459,91.8,89.6,3499,0.298
10709,460,91.7,89.6,3508,0.302
10710,458,91.7,89.6,3526,0.301
10711,457,91.7,89.6,3526,0.301
10712,457,91.7,89.6,3544,0.301
10713,458,91.8,89.6,3562,0.300
10714,459,91.8,89.6,3577,0.300
10715,458,91.8,89.6,3592,0.299
10716,459,91.9,89.6,3676,0.298
10717,458,92.0,89.6,3693,0.297
10718,461,92.1,89.6,3694,0.296
10719,461,91.9,89.6,3725,0.298
10720,460,91.8,89.6,3709,0.299
10721,463,91.8,89.6,3709,0.299
10722,462,91.8,89.6,3720,0.300
10723,463,91.8,89.6,3746,0.301
10724,466,92.0,89.6,3806,0.301
10725,469,92.0,89.6,3854,0.303
10726,469,92.0,89.6,3879,0.302
10727,469,92.0,89.6,3946,0.303
10728,467,92.0,89.6,3922,0.302
10729,467,91.9,89.6,3960,0.299
10730,465,91.9,89.6,4011,0.299
10731,463,91.9,89.6,4004,0.301
10732,462,92.0,89.6,4056,0.303
10733,459,91.9,89.6,4014,0.303
10734,460,91.9,89.6,3980,0.302
10735,461,91.8,89.6,4027,0.302
10736,463,91.8,89.6,4053,0.302
10737,464,91.8,89.6,4076,0.302
10738,462,91.8,89.6,4065,0.301
10739,463,91.8,89.6,4051,0.302
10740,467,91.9,89.6,4046,0.302
10741,468,92.0,89.6,4067,0.301
10742,469,92.1,89.6,4057,0.300
10743,470,92.0,89.6,4089,0.300
10744,468,92.1,89.6,4108,0.298
10745,469,92.1,89.6,4116,0.299
10746,466,92.0,89.6,4087,0.299
10747,463,92.0,89.6,4052,0.300
10748,460,92.0,89.6,4083,0.300
10749,460,92.2,89.6,4048,0.300
10750,460,92.2,89.6,4029,0.299
10751,458,92.3,89.6,4012,0.300
10752,459,92.1,89.6,4028,0.300
10753,462,92.2,89.6,4061,0.299
10754,461,92.2,89.6,4057,0.300
10755,459,92.2,89.6,4078,0.298
10756,456,92.2,89.6,4062,0.297
10757,458,92.3,89.6,4075,0.296
10758,456,92.4,89.6,4061,0.295
10759,455,92.4,89.6,4002,0.295
10760,455,92.3,89.6,3991,0.297
10761,456,92.5,89.6,4038,0.297
10762,457,92.5,89.6,4032,0.297
10763,456,92.4,89.6,4007,0.297
10764,455,92.4,89.6,3986,0.299
10765,455,92.4,89.6,3963,0.299
10766,455,92.5,89.6,4000,0.300
10767,456,92.4,89.6,3976,0.300
10768,457,92.6,89.6,3983,0.300
10769,457,92.6,89.6,3978,0.299
10770,459,92.7,89.6,3957,0.299
10771,457,92.6,89.6,3908,0.300
